0.9395820896965433,-0.940274582163308
1.4661085396477938,-1.462669473901953
1.1215601866213456,-1.1250818934109283
1.391267650126329,-1.3917968216411782
0.9067278018355799,-0.8995864130242688
1.4193582559953357,-1.4172785847937308
479.60000000000036,-477.6000000000002
2075.0000000000005,-2077.599999999996
1044.4000000000005,-1044.2000000000005
793.6000000000006,-797.8000000000002
7.1120000000000015e-06,-7.114000000000001e-06
7.3359999999999985,-7.340000000000002
995.9999999999994,-996.2
933.8000000000003,-934.4
1584.4000000000003,-1585.5999999999992
1427.400000000001,-1428.3999999999987
172.79999999999998,-173.0
1308.2000000000014,-1309.799999999999
1406.2000000000012,-1407.8000000000004
874.2,-874.2000000000003
1102.3999999999996,-1103.0000000000002
1734.0000000000018,-1735.6000000000035
499.0000000000001,-501.4000000000001
1110.6000000000006,-1116.3999999999994
1320.2,-1322.2000000000014
1744.599999999998,-1747.199999999999
45.2,-45.80000000000001
448.60000000000025,-452.8000000000001
